ПозПредупредТОРО,ПланПредупрТОРО,Позиция предупред. ТОРО - описание,Группа плановиков,Единица оборудования,Вид работы ТОРО,Вид заказа,Тип техкарты,Группа,СчетГруппТехкарт,updated-counter,strategy_str_counter,gruppa_str_counter,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч"
35869,100000020158,ТР пневмосистемы,100,100000009131,ТР,APP1,A,N0000012,ТП,ТП,2-0283_strТП,N0000012_strТП,"184,400","76,400"
35870,100000020159,ТР рабочего оборудования,100,100000009131,ТР,APP1,A,N0000012,Р0,Р0,2-0284_strР0,N0000012_strР0,"379,700","130,700"
35871,100000020160,КР ходовой части,100,100000009132,КР,APP1,A,O0000008,34,34,2-0180_str34,O0000008_str34,"504,000","168,000"
35872,100000020161,ТР электрооборудования,100,100000009132,ТР,APP1,A,O0000008,87,87,2-0268_str87,O0000008_str87,"25,200","24,200"
35873,100000020162,ТР гидросистемы,100,100000009132,ТР,APP1,A,O0000008,69,69,2-0327_str69,O0000008_str69,"309,400","146,400"
35874,100000020162,КР гидросистемы,100,100000009132,КР,APP1,A,O0000008,7,7,2-0327_str7,O0000008_str7,"480,000","120,000"
35875,100000020163,ТР двигателя,100,100000009132,ТР,APP1,A,O0000008,70,70,2-0328_str70,O0000008_str70,"110,300","68,700"
35876,100000020163,Замена двигателя,100,100000009132,ЗМН,APP1,A,O0000008,ЗД,ЗД,2-0328_strЗД,O0000008_strЗД,"522,500","227,500"
35877,100000020164,ТР рабочего оборудования,100,100000009132,ТР,APP1,A,O0000008,Р0,Р0,2-0329_strР0,O0000008_strР0,"363,100","170,800"
35878,100000020164,КР рабочего оборудования,100,100000009132,КР,APP1,A,O0000008,КО,КО,2-0329_strКО,O0000008_strКО,"216,000","72,000"
35879,100000020165,ТР пневмосистемы,100,100000009132,ТР,APP1,A,O0000008,ТП,ТП,2-0330_strТП,O0000008_strТП,"214,100","106,100"
35880,100000020165,КР компрессоров,100,100000009132,КР,APP1,A,O0000008,22,22,2-0330_str22,O0000008_str22,"216,000","72,000"
35881,100000020166,Техническое обслуживание 1,100,100000009132,ТО1,APP1,A,O0000008,О1,О1,2-0393_strО1,O0000008_strО1,"14,800","12,300"
35882,100000020166,Техническое обслуживание 2,100,100000009132,ТО2,APP1,A,O0000008,О2,О2,2-0393_strО2,O0000008_strО2,"16,900","14,400"
35883,100000020166,Техническое обслуживание 3,100,100000009132,ТО3,APP1,A,O0000008,О3,О3,2-0393_strО3,O0000008_strО3,"32,200","25,200"
35884,100000020166,Техническое обслуживание 4,100,100000009132,ТО4,APP1,A,O0000008,О4,О4,2-0393_strО4,O0000008_strО4,"59,100","50,100"
35885,100000020166,Техническое обслуживание 5,100,100000009132,ТО5,APP1,A,O0000008,О5,О5,2-0393_strО5,O0000008_strО5,"307,700","188,700"
35886,100000020167,Техническое обслуживание 1,100,100000009133,ТО1,APP1,A,O0000009,О1,О1,2-0175_strО1,O0000009_strО1,"22,900","19,300"
35887,100000020167,Техническое обслуживание 2,100,100000009133,ТО2,APP1,A,O0000009,О2,О2,2-0175_strО2,O0000009_strО2,"23,900","20,300"
35888,100000020167,Техническое обслуживание 3,100,100000009133,ТО3,APP1,A,O0000009,О3,О3,2-0175_strО3,O0000009_strО3,"33,300","27,300"
35889,100000020167,Техническое обслуживание 4,100,100000009133,ТО4,APP1,A,O0000009,О4,О4,2-0175_strО4,O0000009_strО4,"58,600","49,600"
35890,100000020167,Техническое обслуживание 5,100,100000009133,ТО5,APP1,A,O0000009,О5,О5,2-0175_strО5,O0000009_strО5,"398,600","201,600"
35891,100000020168,КР гидросистемы,100,100000009133,КР,APP1,A,O0000009,7,7,2-0176_str7,O0000009_str7,"480,000","120,000"
35892,100000020169,КР ходовой части,100,100000009133,КР,APP1,A,O0000009,34,34,2-0180_str34,O0000009_str34,"504,000","168,000"
35893,100000020170,ТР гидросистемы,100,100000009133,ТР,APP1,A,O0000009,69,69,2-0194_str69,O0000009_str69,"742,400","277,400"
35894,100000020171,ТР электрооборудования,100,100000009133,ТР,APP1,A,O0000009,87,87,2-0268_str87,O0000009_str87,"40,400","30,400"
35895,100000020172,ТР двигателя,100,100000009133,ТР,APP1,A,O0000009,70,70,2-0328_str70,O0000009_str70,"142,000","81,400"
35896,100000020172,Замена двигателя,100,100000009133,ЗМН,APP1,A,O0000009,ЗД,ЗД,2-0328_strЗД,O0000009_strЗД,"465,000","166,000"
35897,100000020173,ТР пневмосистемы,100,100000009133,ТР,APP1,A,O0000009,ТП,ТП,2-0330_strТП,O0000009_strТП,"238,000","104,000"
35898,100000020173,КР компрессоров,100,100000009133,КР,APP1,A,O0000009,22,22,2-0330_str22,O0000009_str22,"216,000","72,000"
35899,100000020174,ТР рабочего оборудования,100,100000009133,ТР,APP1,A,O0000009,Р0,Р0,2-0338_strР0,O0000009_strР0,"421,300","167,000"
35900,100000020174,КР рабочего оборудования,100,100000009133,КР,APP1,A,O0000009,КО,КО,2-0338_strКО,O0000009_strКО,"384,000","192,000"
35901,100000020175,Техническое обслуживание 1,100,100000009134,ТО1,APP1,A,O0000010,О1,О1,2-0171_strО1,O0000010_strО1,"20,100","16,500"
35902,100000020175,Техническое обслуживание 2,100,100000009134,ТО2,APP1,A,O0000010,О2,О2,2-0171_strО2,O0000010_strО2,"21,300","17,700"
35903,100000020175,Техническое обслуживание 3,100,100000009134,ТО3,APP1,A,O0000010,О3,О3,2-0171_strО3,O0000010_strО3,"30,000","23,400"
35904,100000020175,Техническое обслуживание 4,100,100000009134,ТО4,APP1,A,O0000010,О4,О4,2-0171_strО4,O0000010_strО4,"58,400","43,800"
35905,100000020175,Техническое обслуживание 5,100,100000009134,ТО5,APP1,A,O0000010,О5,О5,2-0171_strО5,O0000010_strО5,"295,900","160,300"
35906,100000020176,КР компрессоров,100,100000009134,КР,APP1,A,O0000010,22,22,2-0174_str22,O0000010_str22,"216,000","72,000"
35907,100000020177,КР гидросистемы,100,100000009134,КР,APP1,A,O0000010,7,7,2-0176_str7,O0000010_str7,"480,000","120,000"
35908,100000020178,КР рабочего оборудования,100,100000009134,КР,APP1,A,O0000010,КО,КО,2-0179_strКО,O0000010_strКО,"216,000","72,000"
35909,100000020179,КР ходовой части,100,100000009134,КР,APP1,A,O0000010,34,34,2-0180_str34,O0000010_str34,"504,000","168,000"
35910,100000020180,ТР гидросистемы,100,100000009134,ТР,APP1,A,O0000010,69,69,2-0218_str69,O0000010_str69,"720,000","249,000"
35911,100000020181,ТР электрооборудования,100,100000009134,ТР,APP1,A,O0000010,87,87,2-0268_str87,O0000010_str87,"16,500","14,500"
35912,100000020182,ТР пневмосистемы,100,100000009134,ТР,APP1,A,O0000010,ТП,ТП,2-0273_strТП,O0000010_strТП,"92,000","48,000"
35913,100000020183,ТР двигателя,100,100000009134,ТР,APP1,A,O0000010,70,70,2-0328_str70,O0000010_str70,"50,000","42,400"
35914,100000020183,Замена двигателя,100,100000009134,ЗМН,APP1,A,O0000010,ЗД,ЗД,2-0328_strЗД,O0000010_strЗД,"207,000","93,000"
35915,100000020184,ТР рабочего оборудования,100,100000009134,ТР,APP1,A,O0000010,Р0,Р0,2-0406_strР0,O0000010_strР0,"375,100","147,200"
35916,100000020185,Техническое обслуживание 1,100,100000009135,ТО1,APP1,A,O0000010,О1,О1,2-0171_strО1,O0000010_strО1,"20,100","16,500"
35917,100000020185,Техническое обслуживание 2,100,100000009135,ТО2,APP1,A,O0000010,О2,О2,2-0171_strО2,O0000010_strО2,"21,300","17,700"
35918,100000020185,Техническое обслуживание 3,100,100000009135,ТО3,APP1,A,O0000010,О3,О3,2-0171_strО3,O0000010_strО3,"30,000","23,400"
35919,100000020185,Техническое обслуживание 4,100,100000009135,ТО4,APP1,A,O0000010,О4,О4,2-0171_strО4,O0000010_strО4,"58,400","43,800"
35920,100000020185,Техническое обслуживание 5,100,100000009135,ТО5,APP1,A,O0000010,О5,О5,2-0171_strО5,O0000010_strО5,"295,900","160,300"
35921,100000020186,КР компрессоров,100,100000009135,КР,APP1,A,O0000010,22,22,2-0174_str22,O0000010_str22,"216,000","72,000"
35922,100000020187,КР гидросистемы,100,100000009135,КР,APP1,A,O0000010,7,7,2-0176_str7,O0000010_str7,"480,000","120,000"
35923,100000020188,КР рабочего оборудования,100,100000009135,КР,APP1,A,O0000010,КО,КО,2-0179_strКО,O0000010_strКО,"216,000","72,000"
35924,100000020189,КР ходовой части,100,100000009135,КР,APP1,A,O0000010,34,34,2-0180_str34,O0000010_str34,"504,000","168,000"
35925,100000020190,ТР гидросистемы,100,100000009135,ТР,APP1,A,O0000010,69,69,2-0218_str69,O0000010_str69,"720,000","249,000"
35926,100000020191,ТР электрооборудования,100,100000009135,ТР,APP1,A,O0000010,87,87,2-0268_str87,O0000010_str87,"16,500","14,500"
35927,100000020192,ТР пневмосистемы,100,100000009135,ТР,APP1,A,O0000010,ТП,ТП,2-0273_strТП,O0000010_strТП,"92,000","48,000"
35928,100000020193,ТР двигателя,100,100000009135,ТР,APP1,A,O0000010,70,70,2-0328_str70,O0000010_str70,"50,000","42,400"
35929,100000020193,Замена двигателя,100,100000009135,ЗМН,APP1,A,O0000010,ЗД,ЗД,2-0328_strЗД,O0000010_strЗД,"207,000","93,000"
35930,100000020194,ТР рабочего оборудования,100,100000009135,ТР,APP1,A,O0000010,Р0,Р0,2-0406_strР0,O0000010_strР0,"375,100","147,200"
35931,100000020195,ТР рабочего оборудования,100,100000009136,ТР,APP1,A,N0000020,Р0,Р0,2-0272_strР0,N0000020_strР0,"281,400","88,400"
35932,100000020196,ТР пневмосистемы,100,100000009136,ТР,APP1,A,N0000020,ТП,ТП,2-0273_strТП,N0000020_strТП,"56,400","34,400"
35933,100000020197,ТР ходовой части,100,100000009136,ТР,APP1,A,N0000020,85,85,2-0320_str85,N0000020_str85,"267,600","102,000"
35934,100000020198,Техническое обслуживание 1,100,100000009136,ТО1,APP1,A,N0000020,О1,О1,2-0364_strО1,N0000020_strО1,,
35935,100000020198,Техническое обслуживание 2,100,100000009136,ТО2,APP1,A,N0000020,О2,О2,2-0364_strО2,N0000020_strО2,,
35936,100000020198,Техническое обслуживание 3,100,100000009136,ТО3,APP1,A,N0000020,О3,О3,2-0364_strО3,N0000020_strО3,,
35937,100000020198,Капитальный ремонт,100,100000009136,КР,APP1,A,N0000020,КР,КР,2-0364_strКР,N0000020_strКР,"5 952,000","744,000"
35938,100000020199,ТР ковша,100,100000009136,ТР,APP1,A,N0000020,74,74,2-0365_str74,N0000020_str74,"1 742,000","726,000"
35939,100000020200,ТР рабочего оборудования,100,100000009137,ТР,APP1,A,N0000020,Р0,Р0,2-0272_strР0,N0000020_strР0,"281,400","88,400"
35940,100000020201,ТР пневмосистемы,100,100000009137,ТР,APP1,A,N0000020,ТП,ТП,2-0273_strТП,N0000020_strТП,"56,400","34,400"
35941,100000020202,ТР ходовой части,100,100000009137,ТР,APP1,A,N0000020,85,85,2-0320_str85,N0000020_str85,"267,600","102,000"
35942,100000020203,Техническое обслуживание 1,100,100000009137,ТО1,APP1,A,N0000020,О1,О1,2-0364_strО1,N0000020_strО1,,
35943,100000020203,Техническое обслуживание 2,100,100000009137,ТО2,APP1,A,N0000020,О2,О2,2-0364_strО2,N0000020_strО2,,
35944,100000020203,Техническое обслуживание 3,100,100000009137,ТО3,APP1,A,N0000020,О3,О3,2-0364_strО3,N0000020_strО3,,
35945,100000020203,Капитальный ремонт,100,100000009137,КР,APP1,A,N0000020,КР,КР,2-0364_strКР,N0000020_strКР,"5 952,000","744,000"
35946,100000020204,ТР ковша,100,100000009137,ТР,APP1,A,N0000020,74,74,2-0365_str74,N0000020_str74,"1 742,000","726,000"
35947,100000020205,КР ходовой части,100,100000009138,КР,APP1,A,O0000013,34,34,2-0215_str34,O0000013_str34,"1 440,000","360,000"
35948,100000020206,ТР электрооборудования,100,100000009138,ТР,APP1,A,O0000013,87,87,2-0268_str87,O0000013_str87,"54,300","54,300"
35949,100000020207,ТР1 рабочего оборудования,100,100000009138,ТР1,APP1,A,O0000013,РО,РО,2-0276_strРО,O0000013_strРО,"68,700","35,500"
35950,100000020207,ТР2 рабочего оборудования,100,100000009138,ТР2,APP1,A,O0000013,Р2,Р2,2-0276_strР2,O0000013_strР2,"672,000","168,000"
35951,100000020208,ТР двигателя,100,100000009138,ТР,APP1,A,O0000013,70,70,2-0331_str70,O0000013_str70,"151,700","69,000"
35952,100000020208,Замена двигателя,100,100000009138,ЗМН,APP1,A,O0000013,ЗД,ЗД,2-0331_strЗД,O0000013_strЗД,"489,200","149,200"
35953,100000020209,ТР гидросистемы,100,100000009138,ТР,APP1,A,O0000013,69,69,2-0333_str69,O0000013_str69,"945,100","292,500"
35954,100000020209,КР гидросистемы,100,100000009138,КР,APP1,A,O0000013,7,7,2-0333_str7,O0000013_str7,"2 880,000","480,000"
35955,100000020210,КР трансмиссии,100,100000009138,КР,APP1,A,O0000013,32,32,2-0334_str32,O0000013_str32,"960,000","240,000"
35956,100000020211,Техническое обслуживание 1,100,100000009138,ТО1,APP1,A,O0000013,О1,О1,2-0387_strО1,O0000013_strО1,"38,500","28,500"
35957,100000020211,Техническое обслуживание 2,100,100000009138,ТО2,APP1,A,O0000013,О2,О2,2-0387_strО2,O0000013_strО2,"40,300","30,300"
35958,100000020211,Техническое обслуживание 3,100,100000009138,ТО3,APP1,A,O0000013,О3,О3,2-0387_strО3,O0000013_strО3,"84,800","56,800"
35959,100000020211,Техническое обслуживание 4,100,100000009138,ТО4,APP1,A,O0000013,О4,О4,2-0387_strО4,O0000013_strО4,"537,300","219,300"
35960,100000020212,ТР1 рабочего оборудования,100,100000009139,ТР1,APP1,A,O0000368,РО,РО,2-0250_strРО,O0000368_strРО,"95,500","42,500"
35961,100000020212,ТР2 рабочего оборудования,100,100000009139,ТР2,APP1,A,O0000368,Р2,Р2,2-0250_strР2,O0000368_strР2,"266,500","97,000"
35962,100000020213,ТР двигателя,100,100000009139,ТР,APP1,A,O0000368,70,70,2-0251_str70,O0000368_str70,"85,400","56,900"
35963,100000020213,Замена двигателя,100,100000009139,ЗМН,APP1,A,O0000368,ЗД,ЗД,2-0251_strЗД,O0000368_strЗД,"260,500","124,000"
35964,100000020214,ТР электрооборудования,100,100000009139,ТР,APP1,A,O0000368,87,87,2-0275_str87,O0000368_str87,"26,100","26,100"
35965,100000020215,Техническое обслуживание 1,100,100000009139,ТО1,APP1,A,O0000368,О1,О1,2-0287_strО1,O0000368_strО1,"9,800","8,300"
35966,100000020215,Техническое обслуживание 2,100,100000009139,ТО2,APP1,A,O0000368,О2,О2,2-0287_strО2,O0000368_strО2,"11,300","9,800"
35967,100000020215,Техническое обслуживание 3,100,100000009139,ТО3,APP1,A,O0000368,О3,О3,2-0287_strО3,O0000368_strО3,"18,800","15,300"
35968,100000020215,Техническое обслуживание 4,100,100000009139,ТО4,APP1,A,O0000368,О4,О4,2-0287_strО4,O0000368_strО4,"32,200","28,700"
35969,100000020215,Техническое обслуживание 5,100,100000009139,ТО5,APP1,A,O0000368,О5,О5,2-0287_strО5,O0000368_strО5,"110,500","85,500"
35970,100000020216,ТР ходовой части,100,100000009139,ТР,APP1,A,O0000368,85,85,2-0320_str85,O0000368_str85,"158,400","54,900"
35971,100000020216,КР ходовой части,100,100000009139,КР,APP1,A,O0000368,34,34,2-0320_str34,O0000368_str34,"720,000","240,000"
35972,100000020217,ТР трансмиссии,100,100000009139,ТР,APP1,A,O0000368,82,82,2-0322_str82,O0000368_str82,"40,000","26,000"
35973,100000020217,КР трансмиссии,100,100000009139,КР,APP1,A,O0000368,32,32,2-0322_str32,O0000368_str32,"720,000","240,000"
35974,100000020218,ТР гидросистемы,100,100000009139,ТР,APP1,A,O0000368,69,69,2-0323_str69,O0000368_str69,"248,500","110,500"
35975,100000020218,КР гидросистемы,100,100000009139,КР,APP1,A,O0000368,7,7,2-0323_str7,O0000368_str7,"480,000","120,000"
35976,100000020219,ТР1 рабочего оборудования,100,100000009140,ТР1,APP1,A,O0000368,РО,РО,2-0250_strРО,O0000368_strРО,"95,500","42,500"
35977,100000020219,ТР2 рабочего оборудования,100,100000009140,ТР2,APP1,A,O0000368,Р2,Р2,2-0250_strР2,O0000368_strР2,"266,500","97,000"
35978,100000020220,ТР двигателя,100,100000009140,ТР,APP1,A,O0000368,70,70,2-0251_str70,O0000368_str70,"85,400","56,900"
