Тип техкарты,Группа,СчтГрупТехкарт,Описание,Гр. плановиков,Стратегия,Метка удаления,Тип конструкции,Статус,Дата изменения,Дата создания,Действит. с,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",gruppa_str_counter
A,A0000020,О2,Техническое обслуживание 2,100,2-0684,,960000020,4,2021-07-16,2020-12-07,2019-06-01,"244,300","117,100",A0000020_strО2
A,A0000020,О3,Техническое обслуживание 3,100,2-0684,,960000020,4,2021-07-16,2020-12-07,2019-06-01,"297,300","140,100",A0000020_strО3
A,A0000020,Р0,ТР рабочего оборудования,100,2-0338,,960000020,4,2020-12-07,2020-12-07,2019-06-01,"281,400","88,400",A0000020_strР0
A,A0000020,ТО,Техническое обслуживание,100,1-2011,,960000020,4,2022-01-28,2022-01-26,2022-01-26,"10,500","10,500",A0000020_strТО
A,A0000020,ТП,ТР пневмосистемы,100,2-0273,,960000020,4,2020-12-07,2020-12-07,2019-06-01,"56,400","34,400",A0000020_strТП
A,A0000026,О1,Техническое обслуживание 1,100,2-0419,,960000026,4,2020-12-07,2020-12-07,2019-06-01,"2,200","2,200",A0000026_strО1
A,A0000026,О2,Техническое обслуживание 2,100,2-0419,,960000026,4,2020-12-07,2020-12-07,2019-06-01,"7,200","7,200",A0000026_strО2
A,A0000026,О3,Техническое обслуживание 3,100,2-0419,,960000026,4,2020-12-07,2020-12-07,2019-06-01,"9,200","9,200",A0000026_strО3
A,A0000026,О4,Техническое обслуживание 4,100,2-0419,,960000026,4,2020-12-07,2020-12-07,2019-06-01,"11,200","11,200",A0000026_strО4
A,A0000030,ЕО,Ежесменное ТО,100,1-2000,,960000030,4,2020-12-07,2020-12-07,2019-06-01,"0,250","0,250",A0000030_strЕО
A,A0000030,СО,Сезонное ТО,100,1-2000,,960000030,4,2020-12-07,2020-12-07,2019-06-01,"15,000","7,000",A0000030_strСО
A,A0000030,ТО,Техническое обслуживание,100,2-0432,,960000030,4,2020-12-07,2020-12-07,2019-06-01,"11,000","5,000",A0000030_strТО
A,A0000042,КР,Капитальный ремонт,100,2-0421,,960000042,4,2020-12-07,2020-12-07,2019-06-01,"98,000","49,000",A0000042_strКР
A,A0000042,О1,Техническое обслуживание 1,100,2-0421,,960000042,4,2020-12-07,2020-12-07,2019-06-01,"2,400","2,400",A0000042_strО1
A,A0000042,О2,Техническое обслуживание 2,100,2-0421,,960000042,4,2020-12-07,2020-12-07,2019-06-01,"8,100","8,100",A0000042_strО2
A,A0000043,КР,Капитальный ремонт,100,2-0421,,960000043,4,2020-12-07,2020-12-07,2019-06-01,"98,000","49,000",A0000043_strКР
A,A0000043,О1,Техническое обслуживание 1,100,2-0421,,960000043,4,2020-12-07,2020-12-07,2019-06-01,"2,400","2,400",A0000043_strО1
A,A0000043,О2,Техническое обслуживание 2,100,2-0421,,960000043,4,2020-12-07,2020-12-07,2019-06-01,"8,100","8,100",A0000043_strО2
A,A0000100,40,Замена1 двигателя,100,2-0415,,960000100,4,2020-12-07,2020-12-07,2019-06-01,"0,000","0,000",A0000100_str40
A,A0000100,48,Замена2 двигателя,100,2-0415,,960000100,4,2020-12-07,2020-12-07,2019-06-01,"0,000","0,000",A0000100_str48
A,A0000100,ЕО,Ежесменное ТО,100,1-2000,,960000100,4,2020-12-07,2020-12-07,2019-06-01,"0,300","0,300",A0000100_strЕО
A,A0000100,СО,Сезонное ТО,100,1-2000,,960000100,4,2020-12-07,2020-12-07,2019-06-01,"45,000","22,000",A0000100_strСО
A,A0000100,ТО,Техническое обслуживание,100,2-0414,,960000100,4,2020-12-07,2020-12-07,2019-06-01,"26,000","13,000",A0000100_strТО
A,A0000100,ТР,Текущий ремонт,100,1-0200,,960000100,4,2020-12-07,2020-12-07,2019-06-01,"81,000","58,000",A0000100_strТР
A,A0000108,ЕО,Ежесменное ТО,100,1-2000,,960000108,4,2020-12-07,2020-12-07,2019-06-01,"0,300","0,300",A0000108_strЕО
A,A0000108,ЗД,Замена двигателя,100,2-0413,,960000108,4,2020-12-07,2020-12-07,2019-06-01,"0,000","0,000",A0000108_strЗД
A,A0000108,КР,Капитальный ремонт,100,2-0412,,960000108,4,2020-12-07,2020-12-07,2019-06-01,"498,000","348,000",A0000108_strКР
A,A0000108,О1,Техническое обслуживание 1,100,2-0412,,960000108,4,2020-12-07,2020-12-07,2019-06-01,"3,000","1,500",A0000108_strО1
A,A0000108,О2,Техническое обслуживание 2,100,2-0412,,960000108,4,2020-12-07,2020-12-07,2019-06-01,"16,000","8,000",A0000108_strО2
A,A0000108,СО,Сезонное ТО,100,1-2000,,960000108,4,2020-12-07,2020-12-07,2019-06-01,"24,000","12,000",A0000108_strСО
A,A0000108,ТР,Текущий ремонт,100,2-2001,,960000108,4,2020-12-07,2020-12-07,2019-06-01,"7,000","5,000",A0000108_strТР
A,A0000111,ЕО,Ежесменное ТО,100,1-2000,,960000111,4,2020-12-07,2020-12-07,2019-06-01,"1,000","0,500",A0000111_strЕО
A,A0000111,ЗД,Замена двигателя,100,2-0413,,960000111,4,2020-12-07,2020-12-07,2019-06-01,"0,000","0,000",A0000111_strЗД
A,A0000111,КР,Капитальный ремонт,100,2-0412,,960000111,4,2020-12-07,2020-12-07,2019-06-01,"498,000","348,000",A0000111_strКР
A,A0000111,О1,Техническое обслуживание 1,100,2-0412,,960000111,4,2020-12-07,2020-12-07,2019-06-01,"3,000","1,500",A0000111_strО1
A,A0000111,О2,Техническое обслуживание 2,100,2-0412,,960000111,4,2020-12-07,2020-12-07,2019-06-01,"16,000","8,000",A0000111_strО2
A,A0000111,СО,Сезонное ТО,100,1-2000,,960000111,4,2020-12-07,2020-12-07,2019-06-01,"24,000","12,000",A0000111_strСО
A,A0000111,ТР,Текущий ремонт,100,2-2001,,960000111,4,2020-12-07,2020-12-07,2019-06-01,"7,000","5,000",A0000111_strТР
A,A0000138,ЕО,Ежесменное ТО,100,1-2000,,960000138,4,2020-12-08,2020-12-07,2019-06-01,"1,000","0,500",A0000138_strЕО
A,A0000138,ЗД,Замена двигателя,100,2-0413,,960000138,4,2020-12-08,2020-12-07,2019-06-01,"0,000","0,000",A0000138_strЗД
A,A0000138,КР,Капитальный ремонт,100,2-0412,,960000138,4,2020-12-08,2020-12-07,2019-06-01,"498,000","348,000",A0000138_strКР
A,A0000138,О1,Техническое обслуживание 1,100,2-0412,,960000138,4,2020-12-08,2020-12-07,2019-06-01,"3,000","1,500",A0000138_strО1
A,A0000138,О2,Техническое обслуживание 2,100,2-0412,,960000138,4,2020-12-08,2020-12-07,2019-06-01,"16,000","8,000",A0000138_strО2
A,A0000138,СО,Сезонное ТО,100,1-2000,,960000138,4,2020-12-08,2020-12-07,2019-06-01,"24,000","12,000",A0000138_strСО
A,A0000138,ТР,Текущий ремонт,100,2-2001,,960000138,4,2020-12-08,2020-12-07,2019-06-01,"7,000","5,000",A0000138_strТР
A,A0000365,2,КР бортовых редукторов,100,2-0521,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"40,000","24,000",A0000365_str2
A,A0000365,5,КР гидравлического обор.,100,2-0560,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"263,000","132,000",A0000365_str5
A,A0000365,8,КР гидротрансформатора,100,2-0529,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"42,000","20,700",A0000365_str8
A,A0000365,34,КР ходовой части,100,2-0557,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"792,000","252,000",A0000365_str34
A,A0000365,36,КР электрооборудования,100,2-0563,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"71,000","56,500",A0000365_str36
A,A0000365,69,ТР гидросистемы,100,2-0560,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"230,000","102,000",A0000365_str69
A,A0000365,70,ТР двигателя,100,2-0559,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"114,300","65,300",A0000365_str70
A,A0000365,82,ТР трансмиссии,100,2-0558,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"64,300","46,300",A0000365_str82
A,A0000365,85,ТР ходовой части,100,2-0557,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"148,000","48,000",A0000365_str85
A,A0000365,87,ТР электрооборудования,100,2-0249,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"52,600","43,600",A0000365_str87
A,A0000365,ЗА,Замена навесного оборудования,100,2-0526,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"0,000","0,000",A0000365_strЗА
A,A0000365,ЗБ,Замена бортовых редукторов,100,2-0521,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"40,000","20,000",A0000365_strЗБ
A,A0000365,ЗГ,Замена гидротрансформатора,100,2-0529,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"52,000","26,000",A0000365_strЗГ
A,A0000365,ЗД,Замена двигателя,100,2-0512,,960000365,4,2021-06-30,2020-12-07,2019-06-01,"421,100","203,600",A0000365_strЗД
A,A0000365,ЗК,Замена коробки передач,100,2-0558,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"52,000","26,000",A0000365_strЗК
A,A0000365,О1,Техническое обслуживание 1,100,2-0396,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"6,900","6,900",A0000365_strО1
A,A0000365,О2,Техническое обслуживание 2,100,2-0396,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"8,300","8,300",A0000365_strО2
A,A0000365,О3,Техническое обслуживание 3,100,2-0396,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"14,800","13,300",A0000365_strО3
A,A0000365,О4,Техническое обслуживание 4,100,2-0396,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"28,400","24,900",A0000365_strО4
A,A0000365,О5,Техническое обслуживание 5,100,2-0396,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"88,900","70,400",A0000365_strО5
A,A0000365,Р2,ТР2 рабочего оборудования,100,2-0556,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"275,000","100,000",A0000365_strР2
A,A0000365,РО,ТР1 рабочего оборудования,100,2-0556,,960000365,4,2020-12-07,2020-12-07,2019-06-01,"69,000","30,000",A0000365_strРО
A,A0000365,ТО,Техническое обслуживание,100,1-2011,,960000365,4,2022-01-28,2022-01-26,2022-01-26,"4,500","4,500",A0000365_strТО
A,A0000365,ТР,Текущий ремонт,100,2-0869,,960000365,4,2022-03-02,2021-05-12,2021-05-12,"15,000","15,000",A0000365_strТР
A,A0000366,2,КР бортовых редукторов,100,2-0521,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"48,000","25,200",A0000366_str2
A,A0000366,5,КР гидравлического обор.,100,2-0560,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"344,000","168,000",A0000366_str5
A,A0000366,8,КР гидротрансформатора,100,2-0529,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"42,000","22,000",A0000366_str8
A,A0000366,34,КР ходовой части,100,2-0497,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"702,000","258,000",A0000366_str34
A,A0000366,36,КР электрооборудования,100,2-0565,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"75,000","63,000",A0000366_str36
A,A0000366,69,ТР гидросистемы,100,2-0560,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"248,000","112,000",A0000366_str69
A,A0000366,70,ТР двигателя,100,2-0559,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"110,400","66,400",A0000366_str70
A,A0000366,82,ТР трансмиссии,100,2-0558,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"64,300","46,300",A0000366_str82
A,A0000366,85,ТР ходовой части,100,2-0274,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"170,000","58,500",A0000366_str85
A,A0000366,87,ТР электрооборудования,100,2-0565,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"56,600","47,600",A0000366_str87
A,A0000366,ЗБ,Замена бортовых редукторов,100,2-0521,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"44,000","22,000",A0000366_strЗБ
A,A0000366,ЗГ,Замена гидротрансформатора,100,2-0529,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"52,000","26,000",A0000366_strЗГ
A,A0000366,ЗД,Замена двигателя,100,2-0512,,960000366,4,2021-06-30,2020-12-07,2019-06-01,"311,600","154,100",A0000366_strЗД
A,A0000366,ЗК,Замена коробки передач,100,2-0558,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"52,000","26,000",A0000366_strЗК
A,A0000366,О1,Техническое обслуживание 1,100,2-0175,,960000366,4,2021-06-30,2020-12-07,2019-06-01,"8,100","8,100",A0000366_strО1
A,A0000366,О2,Техническое обслуживание 2,100,2-0175,,960000366,4,2021-06-30,2020-12-07,2019-06-01,"11,100","11,100",A0000366_strО2
A,A0000366,О3,Техническое обслуживание 3,100,2-0175,,960000366,4,2021-06-30,2020-12-07,2019-06-01,"15,800","13,800",A0000366_strО3
A,A0000366,О4,Техническое обслуживание 4,100,2-0175,,960000366,4,2021-06-30,2020-12-07,2019-06-01,"26,300","23,300",A0000366_strО4
A,A0000366,О5,Техническое обслуживание 5,100,2-0175,,960000366,4,2021-06-30,2020-12-07,2019-06-01,"94,200","74,200",A0000366_strО5
A,A0000366,Р2,ТР2 рабочего оборудования,100,2-0556,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"258,000","89,500",A0000366_strР2
A,A0000366,РО,ТР1 рабочего оборудования,100,2-0556,,960000366,4,2020-12-07,2020-12-07,2019-06-01,"93,000","41,000",A0000366_strРО
A,A0000366,ТО,Техническое обслуживание,100,1-2011,,960000366,4,2022-01-28,2022-01-26,2022-01-26,"4,500","4,500",A0000366_strТО
A,A0000366,ТР,Текущий ремонт,100,2-0869,,960000366,4,2022-03-02,2021-05-12,2021-05-12,"15,000","15,000",A0000366_strТР
A,A0000393,Т1,Текущий ремонт 1,100,2-0402,,960000393,4,2020-12-07,2020-12-07,2019-06-01,"28,000","14,000",A0000393_strТ1
A,A0000393,Т2,Текущий ремонт 2,100,2-0402,,960000393,4,2020-12-07,2020-12-07,2019-06-01,"33,600","16,800",A0000393_strТ2
A,A0000393,ТО,Техническое обслуживание,100,2-0402,,960000393,4,2020-12-07,2020-12-07,2019-06-01,"5,000","2,500",A0000393_strТО
A,A0000411,ТО,Техническое обслуживание,100,1-0109,,960000411,4,2020-12-07,2020-12-07,2019-06-01,"18,000","9,000",A0000411_strТО
A,A0000411,ТР,Текущий ремонт,100,1-0109,,960000411,4,2020-12-07,2020-12-07,2019-06-01,"62,000","31,000",A0000411_strТР
A,A0000412,ТО,Техническое обслуживание,100,1-0109,,960000412,4,2020-12-07,2020-12-07,2019-06-01,"18,000","9,000",A0000412_strТО
A,A0000412,ТР,Текущий ремонт,100,1-0109,,960000412,4,2020-12-07,2020-12-07,2019-06-01,"62,000","31,000",A0000412_strТР
A,A0000417,ТО,Техническое обслуживание,100,1-0109,,960000417,4,2020-12-08,2020-12-07,2019-06-01,"18,000","6,000",A0000417_strТО
A,A0000417,ТР,Текущий ремонт,100,1-0109,,960000417,4,2020-12-08,2020-12-07,2019-06-01,"72,000","24,000",A0000417_strТР
A,A0000419,ТО,Техническое обслуживание,200,1-0196,,960000419,4,2020-12-07,2020-12-07,2019-06-01,"12,000","4,000",A0000419_strТО
A,A0000419,ТР,Текущий ремонт,200,1-0196,,960000419,4,2020-12-07,2020-12-07,2019-06-01,"96,000","32,000",A0000419_strТР
A,A0000432,ТО,Техническое обслуживание,100,1-0109,,960000432,4,2020-12-07,2020-12-07,2019-06-01,"18,000","6,000",A0000432_strТО
A,A0000432,ТР,Текущий ремонт,100,1-0109,,960000432,4,2020-12-07,2020-12-07,2019-06-01,"72,000","24,000",A0000432_strТР
A,A0000502,ТО,Техническое обслуживание,200,1-2015,,960000502,4,2020-12-07,2020-12-07,2019-06-01,"0,800","0,100",A0000502_strТО
A,A0000502,ТР,Текущий ремонт,200,1-2015,,960000502,4,2020-12-07,2020-12-07,2019-06-01,"8,000","1,000",A0000502_strТР
A,A0000592,ТО,Техническое обслуживание,700,1-2015,,960000592,4,2020-12-08,2020-12-07,2019-06-01,"0,000","0,000",A0000592_strТО
A,A0000592,ТР,Текущий ремонт,700,1-2015,,960000592,4,2020-12-08,2020-12-07,2019-06-01,"0,000","0,000",A0000592_strТР
A,A0000593,ТО,Техническое обслуживание,200,1-2015,,960000593,4,2020-12-08,2020-12-07,2019-06-01,"0,900","0,200",A0000593_strТО
A,A0000593,ТР,Текущий ремонт,200,1-2015,,960000593,4,2020-12-08,2020-12-07,2019-06-01,"9,000","2,000",A0000593_strТР
A,A0000596,ТО,Техническое обслуживание,200,1-2015,,960000596,4,2020-12-08,2020-12-07,2019-06-01,"1,600","0,200",A0000596_strТО
A,A0000596,ТР,Текущий ремонт,200,1-2015,,960000596,4,2020-12-08,2020-12-07,2019-06-01,"16,000","2,000",A0000596_strТР
A,A0000602,ТО,Техническое обслуживание,200,1-2015,,960000602,4,2020-12-07,2020-12-07,2019-06-01,"1,600","0,200",A0000602_strТО
A,A0000602,ТР,Текущий ремонт,200,1-2015,,960000602,4,2020-12-07,2020-12-07,2019-06-01,"16,000","2,000",A0000602_strТР
A,A0000642,ТО,Техническое обслуживание,200,1-2015,,960000642,4,2020-12-08,2020-12-07,2019-06-01,"0,000","0,000",A0000642_strТО
A,A0000642,ТР,Текущий ремонт,200,1-2015,,960000642,4,2020-12-08,2020-12-07,2019-06-01,"0,000","0,000",A0000642_strТР
A,A0000645,ТО,Техническое обслуживание,100,1-2015,,960000645,4,2020-12-08,2020-12-07,2019-06-01,"3,800","1,500",A0000645_strТО
A,A0000645,ТР,Текущий ремонт,100,1-2015,,960000645,4,2020-12-08,2020-12-07,2019-06-01,"38,000","15,000",A0000645_strТР
A,A0000700,КР,Капитальный ремонт,100,2-0680,,960000700,4,2021-03-02,2020-12-07,2019-06-01,"952,000","119,000",A0000700_strКР
A,A0000700,О1,Техническое обслуживание 1,100,2-0680,,960000700,4,2021-03-02,2020-12-07,2019-06-01,"33,000","11,000",A0000700_strО1
A,A0000700,О2,Техническое обслуживание 2,100,2-0680,,960000700,4,2021-03-02,2020-12-07,2019-06-01,"92,000","23,000",A0000700_strО2
A,A0000700,ТР,Текущий ремонт,100,2-0680,,960000700,4,2021-03-02,2020-12-07,2019-06-01,"426,000","71,000",A0000700_strТР
